bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,842218,97.7781,0.9211,0.6497,-0.2714,7.7224,3.6326,1.9376,-1.6949
0.02,0.05,zero,22589,72.7168,15.7909,20.2355,4.4446,44.2631,38.4789,37.6112,-0.8677
0.05,0.1,zero,16554,45.3667,34.5898,43.1799,8.5901,70.4422,71.3242,72.4417,1.1176
0.1,0.2,zero,23214,30.7056,48.7723,56.8838,8.1115,77.3749,83.4626,85.0564,1.5939
0.2,0.3,zero,19843,21.7255,62.9189,68.1550,5.2361,79.7379,88.4493,89.7697,1.3204
0.3,0.4,zero,19313,16.1394,72.3451,75.6485,3.3035,80.3076,90.5297,91.7724,1.2427
0.4,1.01,zero,637953,1.5017,82.3634,82.2730,-0.0904,77.5409,84.1736,84.2687,0.0951
0.0,0.02,random,842218,97.7460,0.9211,0.6539,-0.2673,7.8532,3.6326,1.9542,-1.6783
0.02,0.05,random,22589,73.1108,15.7909,20.5188,4.7280,44.4216,38.4789,37.6466,-0.8323
0.05,0.1,random,16554,46.3876,34.5898,43.3672,8.7773,70.3951,71.3242,72.5202,1.1961
0.1,0.2,random,23214,31.1752,48.7723,56.6124,7.8401,77.2439,83.4626,85.0349,1.5723
0.2,0.3,random,19843,21.6449,62.9189,67.8174,4.8985,79.4225,88.4493,89.7899,1.3405
0.3,0.4,random,19313,16.1860,72.3451,75.2136,2.8685,79.9907,90.5297,91.6740,1.1443
0.4,1.01,random,637953,1.4299,82.3634,82.2684,-0.0950,77.0319,84.1736,84.2626,0.0890
